experiment, date, operator, x, value, plotted, centre, ucl, lcl, s, direction, signal, extract, flags, baseline, chart, type, variant, sop_sha256
DEMO_LC1_HIST_0001, 2024-01-08 15:30, , 1, 1306.9289731497533, 1464.3268180403484, 1503.6762792629972, 1544.7111387601171, 1462.6414197658773, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0002, 2024-01-13 15:30, , 2, 1394.2603614186146, 1450.3135267160017, 1503.6762792629972, 1556.2265399481291, 1451.1260185778654, , lo, limit, extracted 2023-11-20, EWMA beyond limit, , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0003, 2024-01-16 12:30, , 3, 1337.3851999047574, 1427.7278613537528, 1503.6762792629972, 1562.423524549194, 1444.9290339768004, , lo, limit, extracted 2023-11-20, EWMA beyond limit, , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0004, 2024-01-23 13:30, , 4, 1444.2605035979484, 1431.0343898025922, 1503.6762792629972, 1566.0674047884033, 1441.2851537375911, , lo, limit, extracted 2023-11-20, EWMA beyond limit, , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0005, 2024-01-27 14:30, , 5, 1542.8981460123873, 1453.4071410445513, 1503.6762792629972, 1568.2917365647731, 1439.0608219612213, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0006, 2024-01-28 13:30, , 6, 1515.8172305677722, 1465.8891589491957, 1503.6762792629972, 1569.6759791125546, 1437.6765794134399, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0007, 2024-01-31 10:30, , 7, 1533.5902096050934, 1479.4293690803754, 1503.6762792629972, 1570.5468582742233, 1436.8057002517712, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0008, 2024-02-02 11:30, , 8, 1542.9861415965129, 1492.140723583603, 1503.6762792629972, 1571.0983177208948, 1436.2542408050997, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0009, 2024-02-12 11:30, , 9, 1478.7143243267149, 1489.4554437322254, 1503.6762792629972, 1571.448896938811, 1435.9036615871835, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0010, 2024-02-13 10:30, , 10, 1508.787063223954, 1493.321767630571, 1503.6762792629972, 1571.6723190461557, 1435.6802394798387, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0011, 2024-02-22 12:30, , 11, 1729.6841515680776, 1540.5942444180723, 1503.6762792629972, 1571.8149247346516, 1435.5376337913428, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0012, 2024-02-26 10:30, , 12, 1618.0485870805335, 1556.0851129505645, 1503.6762792629972, 1571.9060359549562, 1435.4465225710383, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0013, 2024-03-01 14:30, , 13, 1512.8217477019728, 1547.4324399008465, 1503.6762792629972, 1571.9642833400274, 1435.3882751859671, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0014, 2024-03-10 14:30, , 14, 1549.3151390564553, 1547.8089797319685, 1503.6762792629972, 1572.001535607017, 1435.3510229189774, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0015, 2024-03-14 11:30, , 15, 1490.8228538389603, 1536.411754553367, 1503.6762792629972, 1572.0253664025709, 1435.3271921234236, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0016, 2024-03-15 14:30, , 16, 1565.96125230997, 1542.3216541046877, 1503.6762792629972, 1572.0406137521788, 1435.3119447738156, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0017, 2024-03-18 11:30, , 17, 1699.5929814279627, 1573.775919569343, 1503.6762792629972, 1572.050370271533, 1435.3021882544615, , hi, limit, extracted 2023-11-20, EWMA beyond limit, , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0018, 2024-03-20 10:30, , 18, 1456.6096304820176, 1550.342661751878, 1503.6762792629972, 1572.0566137133656, 1435.295944812629, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0019, 2024-03-23 10:30, , 19, 1385.2784218560137, 1517.3298137727052, 1503.6762792629972, 1572.060609216991, 1435.2919493090035, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0020, 2024-03-26 15:30, , 20, 1459.7626665344715, 1505.8163843250586, 1503.6762792629972, 1572.0631662168032, 1435.2893923091913, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0021, 2024-04-02 16:30, , 21, 1604.6656378800824, 1525.5862350360633, 1503.6762792629972, 1572.0648026465099, 1435.2877558794846, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0022, 2024-04-03 11:30, , 22, 1568.5693518566611, 1534.1828584001828, 1503.6762792629972, 1572.0658499409728, 1435.2867085850216, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0023, 2024-04-17 12:30, , 23, 1702.0997808200677, 1567.76624288416, 1503.6762792629972, 1572.0665202010125, 1435.286038324982, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0024, 2024-05-06 11:30, , 24, 1446.725084650472, 1543.5580112374223, 1503.6762792629972, 1572.0669491639906, 1435.285609362004, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0025, 2024-05-08 11:30, , 25, 1705.0150335382498, 1575.849415697588, 1503.6762792629972, 1572.0672236988844, 1435.28533482711, , hi, limit, extracted 2023-11-20, EWMA beyond limit, , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0026, 2024-05-14 17:30, , 26, 1439.2014085777603, 1548.5198142736226, 1503.6762792629972, 1572.0673994006381, 1435.2851591253564, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
DEMO_LC1_HIST_0027, 2024-05-20 13:30, , 27, 1315.327854686806, 1501.8814223562592, 1503.6762792629972, 1572.0675118495237, 1435.2850466764708, , , , extracted 2023-11-20, , , B-M1, ewma, 35S | DEMO-CRM, 055382dc15bd9513fd0422dce56ae998951ec018ee119774b6f769c0f930c792
